,0
0,0.004295413184786595
1,0.025789331886045923
2,0.0020747050665975526
3,0.0022594090779080827
4,0.979981772964317
5,0.001121174452525051
6,0.004096710344048095
7,0.004163352848468685
8,0.9088252468851562
9,0.0017822516893691714
10,0.001676490839128874
11,0.0046449685466993015
12,0.008472375755774326
13,0.022510169109956648
14,0.034815472488964064
15,0.9991510106742492
16,0.9998374033808388
17,0.9983436065344319
18,0.999863504448247
19,0.0014169540855456973
20,0.00030428116521723225
21,0.00174210075069604
22,0.0006368584777964764
23,0.0006522793543497549
24,0.00045085673517242643
25,0.9855618396543216
26,0.0896862460338719
27,0.004366069705748435
28,0.9999981438577688
29,0.36085366689183906
30,0.0016768706661521142
31,0.005124512286644779
32,0.999999998212062
33,0.003208264675105932
34,0.01215798792307028
35,0.0027404833550008605
36,0.21258457257882227
37,0.00405813790204661
38,0.005264551324639403
39,0.9997341518248825
40,0.003802613213640609
41,0.0026881088851538255
42,0.007284424088903599
43,0.0021155087354457493
44,0.9999902184678967
45,0.03892316008315004
46,0.001437946710027377
47,0.0006826320431589285
48,0.03225795146790424
49,0.001011325590124182
50,0.007506831166042291
51,0.2700869888054265
52,0.017212749363557513
53,0.01193468810326435
54,0.006807060075577767
55,0.0018430672513208176
56,0.9342157731450709
57,0.00419027280713807
58,0.028830703645463467
59,0.9166057795276079
60,0.040450089382807135
61,0.026434136125619765
62,0.12517979230497603
63,0.0033818192706136585
64,0.964138752145826
65,0.6725225987436833
66,0.0036723676575308355
67,0.4077376978266854
68,0.9999956978987098
69,0.012151943141308836
70,0.0013216753774447667
71,0.0009921084300774047
72,0.0007464714576596236
73,0.001996366643995449
74,0.012646301503207566
75,0.002077342274304809
76,0.0017938701966497264
77,0.0014141597229534071
78,0.0006509701126444049
79,0.002816190309823813
80,0.9999704217239679
81,0.02174693854636585
82,0.5223745991942385
83,0.0013942729488456136
84,0.027534652373898717
85,0.9998673767151152
86,0.006978305395514167
87,0.0044542579166607504
88,0.0006268690648797991
89,0.010992492002286676
90,0.002607627342200811
91,0.9999992867756617
92,0.9940180663580334
93,0.002061849286840231
94,0.0022316660799808156
95,0.0004893942304149574
96,0.0019523250319978674
97,0.015792304343417562
98,0.00685333105111437
99,0.0022182282929791176
100,0.0007730103924124306
101,0.00391020806293286
102,0.04104108047219069
103,0.9997164238220445
104,0.0013477911508471367
105,0.003051451161919824
106,0.9999474574035128
107,0.001345849232374858
108,0.9989055704931149
109,0.002357627945035219
110,0.0028510253511524492
111,0.002789200797581583
112,0.008948719070288259
113,0.001217472665088044
114,0.5412782996831791
115,0.05366733259480964
116,0.0026253140958607205
117,0.007840550888960903
118,0.016445041708202372
119,0.0005757240304888357
120,0.8593204317618619
121,0.005495683394076776
122,0.0030656588647788616
123,0.9999979473367505
124,0.0013315317288814543
125,0.27677537072273783
126,0.005333502377913809
127,0.9848756485017597
128,0.004114748451485782
129,0.0036442109562831435
130,0.7827409694350247
131,0.010573808329195498
132,0.2393305266288709
133,0.9991037373955419
134,0.003599156159653672
135,0.013519558251941682
136,0.0025714953606119574
137,0.004138616365470889
138,0.9991451862920941
139,0.009241138055019738
140,0.0007919047876324267
141,0.008544617928835941
142,0.019522163884142824
143,0.012434655499659518
144,0.4655806172200466
145,0.9994012675467737
146,0.005923737196535017
147,0.006891136661209727
148,0.0001827402983039835
149,0.0038744888153575447
150,0.024795088241984523
151,0.0013724171346173757
152,0.1495885093903035
153,0.9939079692832327
154,0.00014562231266151192
155,0.0047594501536146055
156,0.0008574593235577645
157,0.002283781881681449
158,0.004287222208378897
159,0.013862850573640475
160,0.9962080849691469
161,0.010708479774814147
162,0.0061282480239210355
163,0.0013166560206841016
164,0.00567971271744695
165,0.004062128952469362
166,0.9957154306661061
167,0.06759620631948865
168,0.9999676096742589
169,0.0009159191433239155
170,0.0014597287283141175
171,0.9984619646136982
172,0.000927884456052303
173,0.0014478127635189763
174,0.0071439217835366315
175,0.006195861634683089
176,0.0009713451034387962
177,0.026552346307665516
178,0.00340243022789793
179,0.001022800908898645
180,0.0035223831324746424
181,0.000526304954268327
182,0.9998428482402382
183,0.004491011950324236
184,0.0017604624059914134
185,0.05080093638519052
186,0.8409472878045164
187,0.0004894249673213414
188,0.0026918979380593597
189,0.05518235528532175
190,0.0006525010844539612
